customer_unique_id,md5
"861eff4711a542e4b93843c6dd7febb0","2cfd3ae8bd92258153c345bfa61584be"
"290c77bc529b7ac935b93aa66c333dc3","30edcbf213e16cd7b41d9c00e1bdb2ae"
"060e732b5b29e8181a18229c7b0b2b5e","14004b9a83fa35408fca9f9ba178343b"
